id,business_name,street,area,postal_address ,city,country,call,category,address,place,postal_address
3725,Hirsch-vic Insurance Brokers (pty) Ltd,,,,Gaborone,Botswana,+267 395 1520,,Plot 1873/4 Ext 4 Pop-In Mall,,P.O.Box 201491
3726,H K Investment,,,,Nata,Botswana,+267 621 1339,,,Basimane Ward,P.O.Box 96
3727,Jelmore Investment,,Werda,,P.O.Box 70,Botswana,+267 654 3014,,,Bontle Ward,
3728,Jodin Investments,,,,Ghanzi,Botswana,+267 659 6190,,,,P.O.Box 675
3729,Jyo's Investments,,,,Francistown,Botswana,+267 241 5008,,"Plot 1604 Seabelo Complex, Light Ind Sites",,P.O.Box 2040
3730,Kanye Trading Store,,,,Kanye,Botswana,+267 544 0483,,,Near Telecomms Main Hospital Rd,P.O.Box 18
3731,Microfin Cash Loans,,,,Gaborone,Botswana,+267 316 1555,,"Plot 182, Queens Rd, Badiri",,P.O.Box 2711
3732,Miyako Construction (pty) Ltd,,,,Gaborone,Botswana,+267 395 6789,,,,P.O.Box 46419
3733,Pata's Investment,,,,P.O.Box 21115,Botswana,+267 390 2500,,Plot 14439,Gaborone West Ind,
3734,Prosperus & Devine Investment,,,,Gaborone,Botswana,+267 395 2122,,Plot 10422 White City,,P.O.Box 502227
3735,Roseanne Funeral Ambassed T/a Sheda Investments,,,,Palapye,Botswana,+267 492 2920,,,,P.O.Box 11057
3736,Sycamora Investments,,,,Tsau,Botswana,+267 687 1071,,,Kgosing Ward.,
3737,Thusang Investment,,,,Bobonong,Botswana,+267 261 9612,,,Dandane Ward,P.O.Box 898
3738,A G Pump & Tank (pty) Ltd,,,,P.O.Box 60242,Botswana,+267 390 2470,,Plot 22029,Gaborone West Ind,
3739,Air India Ltd,,,,Gaborone,Botswana,+267 391 3880,,"Plot 4823, Zambia Cl, Madibeng Ext 11",,P.O.Box 1308
3740,Air Bp Aviation Fuel Services,,,,P.O.Box 695,Botswana,+267 241 2370,,,Francistown Airport,
3741,Air Bp Aviation Services,,,,P.O.Box 183,Botswana,+267 395 1077,,Plot 682/683 Botswana Rd by Mascom,,
3742,Aishen Holdings T/a Print Right,,,,P.O.Box 602051,Botswana,+267 397 3894,,"Plot 22054, Takatokwane Way",Gaborone West I/Est,
3743,Akash Investments (pty) Ltd T/a Art World,,,,Francistown,Botswana,+267 241 5881,,,behind Score Supermarket Supa Spar Complex,P.O.Box 301097
3744,Associated Loss Adjusters (pty) Ltd,,,,Francistown,Botswana,+267 241 3362,,,Opposite Kgalemang Attorneys along Village Mall Rd,P.O.Box 785
3745,Bakeman,,Kgale View,,Gaborone,Botswana,+267 316 7863,,,,
3746,Bamphe Investments (pty) Ltd,,,,Moshupa,Botswana,+267 544 9266,,,Matsila Ward,
3747,Bamangwato Motors,,,,Selebi-Phikwe,Botswana,+267 260 0361,,,,
3748,Barberton Investments,,,,P.O.Box 601253,Botswana,+267 316 1104,,Plot 14076,Gaborone West,
3749,Basil Read Mining,,,,Letlhakane,Botswana,+267 297 6003,,,,P.O.Box 415
3750,Bodiba Bp Service Station,,Palapye,,P.O.Box 650,Botswana,+267 492 2205,,,T-Junction,
3751,Bolux Milling,,,,Francistown,Botswana,+267 241 3275,,,Dumela Industrial Sites,P.O.Box 925
3752,Botswana Eagle Insurance Company Limited,,,,Gaborone,Botswana,+267 318 8888,,,Eagle House The Fairgrounds,P.O.Box 1221
3753,Botswana Eagle Insurance Co Ltd,,,,Francistown,Botswana,+267 241 2392,,NDB Bldg Plot 21572 Tswelelo P,,P.O.Box 670
3754,Botswana Life Insurance,Main Rd,,,Maun,Botswana,+267 686 0129,,,Ngami Ctr,
3755,Botswana Insurance Holdings Ltd,,,,Gaborone,Botswana,+267 364 5100,,Plot 50676 Fairground Office Park,,P.O.Box 336
3756,Botswana Life Insurance,Khama 1 Ave,,,Lobatse,Botswana,+267 533 1422,,,,
3757,Botswana Life Insurance Ltd,,,,Palapye,Botswana,+267 492 2332,,,Mam Estates Unit 3,P.O.Box 10449
3758,Botswana Life Insurance Co,,,,Selebi-Phikwe,Botswana,+267 261 4226,,,,
3759,Botswana Life Insurance,,,,Botswana Life Hse,Botswana,+267 241 3581,,,,
3760,Botswana Rst Ltd,,,,P.O.Box 3,Botswana,+267 261 0211,,,Selebi-Phikwe,
3761,Boteti Brigate Trust,Along Francistown Rd,,,Letlhakane,Botswana,+267 297 8221,,,,P.O.Box 231
3762,B P Botswana (pty) Ltd,,,,Francistown,Botswana,+267 241 4049,,Plot 1108/09 Dumela Ind,,P.O.Box 635
3763,B P Botswana,,,,P.O.Box 183,Botswana,+267 395 1077,,,767 B P House Gaborone Main Mall,
3764,B P Botswana (pty) Ltd,,Serule,,P.O.Box 22,Botswana,+267 242 2217,,,,
3765,British Airways,,,,Gaborone,Botswana,+267 370 0200,,,Unit 110 Riverwalk Mall,
3766,B T C Finance,,,,Gaborone,Botswana,+267 390 1331,,,Megaleng Front Office,P.O.Box 700
3767,Ceda Citizen Entrepreneurial Development Agency,,,,P.O.Box 888,Botswana,+267 471 3835,,,Next to Shell Filling Station Mahalapye,
3768,Ceda Citizen Entrepreneurial Development Agency,,,,Selebi-Phikwe,Botswana,+267 262 2377,,Shop 3 Plot 2537 Phikwe Square,,
3769,Ceda Citizen Entrepreneurial Development Agency,,,,Serowe,Botswana,+267 463 0393,,,Gamabesi Hse,P.O.Box 800
3770,Ceda Citizen Entrepreneurial Development Agency,,,,Letlhakane,Botswana,+267 297 6521,,,Lake Dow Motors Premises,
3771,Ceda Citizen Entrepreneurial Development Agency,,,,P.O.Box 1585,Botswana,+267 572 8244,,,Next to Bookshop Phaphane Mochudi,
3772,Ceda Citizen Entrepreneurial Development Agency,,,,Ghanzi,Botswana,+267 659 7331,,"Plot 672, Next to Delta Pharmacy",,P.O.Box 77
3773,Ceda Citizen Entrepreneurial Development Agency,,,,Gaborone,Botswana,+267 317 0895,,,,
3774,Chefron Botswana (pty) Ltd,,,,Francistown,Botswana,+267 241 5587,,"Plot 1090 Nogo Cl, Dumela Ind Sites",,P.O.Box 217
3775,Claims Assessing Services,,,,Gaborone,Botswana,+267 391 1278,,"Plot 20695 Unit1, Western Bypass",,P.O.Box 45201
3776,Cul De Sac,Haile Selassie Rd,,,Gaborone,Botswana,+267 319 1946,,,,
3777,Debswana Diamond Company (pty) Ltd,,,,P.O.Box 329,Botswana,+267 395 1131,,,Head Office: Debswana Hse Botswana Rd,
3778,Debswana Jwaneng Mine,,,,Jwaneng,Botswana,+267 588 4013,,,,
3779,Dikotla Investments (pty) Ltd,,,,Francistown,Botswana,+267 241 3769,,,SWAP Complex Shop 6 behind Barclays Plaza,P.O.Box 867
3780,Dikolta Investments,,,,Francistown,Botswana,+267 241 3769,,,Off6 Swap Complex,P.O.Box 867
3781,Diragake (pty) Ltd,,,,Gaborone,Botswana,+267 391 6201,,"Plot 54341, Bp Block 6 Across Palm Grove Shopping Centre",,P.O.Box 3635
3782,D N B Investment,,,,Francistown,Botswana,+267 241 2096,,,,P.O.Box 776
3783,Document Centre,,,,Gaborone,Botswana,+267 390 2366,,,Mebala Centre Main Mall,
3784,D & S Machinery & Plant Hire (pty) Ltd T/a Excavator Hire,,,,Gaborone,Botswana,+267 392 8392,,Plot No 20578 Moshaneng Close Block 3 Industrial,,P.O.Box 2402
3785,Elfra Investments,,,,Gaborone,Botswana,+267 316 5745,,"Plot 1094, Mogoditshane",,P.O.Box 789
3786,Engen Mogoditshane,,,,Gaborone,Botswana,+267 391 4790,,"Plot 6670 Keletso Shop Ctr, Mogoditshane",,P.O.Box 1750
3787,Engen Marketing Botswana (pty) Ltd,,,,Francistown,Botswana,+267 241 2121,,Plot 6134 Xeanga Cl near Bolux,Dumela Ind Sites,
3788,Faas Investments (pty) Ltd,,,,Francistown,Botswana,+267 241 4092,,,,
3789,Famous Investments Asman Stores,,,,Gaborone,Botswana,+267 390 9808,,"Plot 1094/8 Kagiso BBS Mall, Broadhurst",,P.O.Box 40096
3790,Feron Investment,,,,Lobatse,Botswana,+267 530 0180,,Plot 825,,P.O.Box 520
3791,Fezi Investments,,Mosetse,,P.O.Box 2094,Botswana,+267 297 7070,,,Kopano Ward,
3792,Four S Investments (pty) Ltd,,,,Gaborone,Botswana,+267 312 1545,,Plot 163/2 Tlokweng Old Mall,,P.O.Box 301200
3793,F Y Investment,,,,Gaborone,Botswana,+267 392 5460,,"Plot 11, Lenganeng St, Tlokweng",,P.O.Box 30077
3794,Gear Mining Construction,,,,Orapa,Botswana,+267 297 1890,,,,P.O.Box 1358
3795,Great Exploration,Mophane Ave,,,Maun,Botswana,+267 686 0985,,Plot 531,,
3796,Gut And Mas,,,,Gaborone,Botswana,+267 390 2032,,,Phakalane,"Plot 51574, Phakalane / P.O.Box 47270"
3797,Gut And Mas,,,,Orapa,Botswana,+267 297 0308,,,Industrial Sites,P.O.Box 172
3798,Helping Hand Cash Loans,,,,Selebi-Phikwe,Botswana,+267 261 1546,,,Main Mall Theo's Bldg off 15,
3799,Homeland Mining & Energy (botswana),,,,Gaborone,Botswana,+267 391 1555,,Plot 115 Unit 12 Millenium Office Park Kgale Mews,,P.O.Box 26336
3800,Inco Fuel Centre (pty) Ltd,,,,Francistown,Botswana,+267 241 6320,,,,
3801,Inward Investments,,Charleshill,,P.O.Box 89,Botswana,+267 659 2150,,,Sunset Ward,
3802,Jaysant Investment,,,,Palapye,Botswana,+267 492 2719,,,Next To Old Post Office Old Mall,P.O.Box 418
3803,Kaja Investments,,,,Francistown,Botswana,+267 241 7255,,,,P.O.Box 11788
3804,Kgatleng Trading Store,,,,Kanye,Botswana,+267 544 2058,,,Kgatleng Ward.,P.O.Box 464
3805,K G Investments (pty) Ltd,,,,Francistown,Botswana,+267 241 3941,,Plot 231 Light Ind Opp BGI Complex,,P.O.Box 20
3806,Kuru Development Trust,,,,Ghanzi,Botswana,+267 659 6102,,,,P.O.Box 219
3807,Kuru Develop Trust,,Dakar,,P.O.Box 219,Botswana,+267 659 7574,,,next to Reformed Church,
3808,Markus Trading (pty) Ltd,Tsheko Rd,,,Maun,Botswana,+267 686 0481,,,,P.O.Box 244
3809,Marapong Dev Trust,,,,Marapong,Botswana,+267 298 1411,,,,
3810,Master Investments (pty) Ltd,,,,Maun,Botswana,+267 686 2050,,,Opposite chopies,
3811,Mining And Technical Services (pty) Ltd,,,,Selebi-Phikwe,Botswana,+267 261 0523,,Plot 2713,Industrial Sites,
3812,M N Construction,,,,Gaborone,Botswana,+267 392 6693,,,,P.O.Box 201606
3813,Mojanaga Investments,,,,Tutume,Botswana,+267 298 7212,,,River Corner Complex,P.O.Box 78
3814,Monarch Gold Fields,,,,Francistown,Botswana,+267 240 2481,,,,P.O.Box 800
3815,Moolman Mining Botswana,,,,Matsiloje,Botswana,+267 248 3324,,,,
3816,Moralelomosha Investments,,,,Kanye,Botswana,+267 544 0953,,,Bridgade siding,P.O.Box 10736
3817,Mutual & Federal Insurance Company Of Botswana Limited,,,,Gaborone,Botswana,+267 390 3333,,,Ground Floor Fairground Office Park,
3818,Okavango Brigade Development Trust,,,,Shakawe,Botswana,+267 687 5034,,,Diseta Ward,P.O.Box 33
3819,Old Mutual Financial Services Botswana (pty) Ltd,,,,Gaborone,Botswana,+267 390 8424,,,Broadhurst Mall,
3820,Oodi Sorghum Milling,,,,Oodi,Botswana,+267 310 2265,,,,P.O.Box 60589
3821,Pabobo Holding,,,,P.O.Box 118,Botswana,+267 392 5538,,Plot 17970,Gaborone West Ind,
3822,Page Group,,,,Francistown,Botswana,+267 244 1219,,,Haskins Bldg Blue Jacket Sq Light Ind,P.O.Box 40026
3823,Petrochemical Specialites Botswana,,,,Gaborone,Botswana,+267 241 3884,,,Dumela Next CTO,P.O.Box 927
3824,Petro Chemical Specialities Botswana (pty) Ltd T/a P S B,,,,Francistown,Botswana,+267 241 3884,,,Dumela Industrial,P.O.Box 60242
3825,Petrochemical Specialities Botswana (pty) Ltd,,,,P.O.Box 60242,Botswana,+267 390 2470,,"Plot 22029, Takatokwane Way",Gaborone West I/Est,
3826,Pisce Holding (pty) Ltd,,,,Gaborone,Botswana,+267 318 2620,,Plot 50672,,
3827,Premium Credit Botswana (a Division Of First National Bank Of Botswana),,,,Gaborone,Botswana,+267 391 1669,,,4th Flr Finance Hse Khama Cres,
3828,Prefsure Botswana Limited,,,,Gaborone,Botswana,+267 393 6748,,Plot 129 Unit 8 GR Kgale Crt,,P.O.Box 601661
3829,R B 2 & Radio Botswana,DBS Headquarters Cnr Willie Seboni Rd,,,Gaborone,Botswana,+267 365 8000,,,,
3830,Regent Insurance Botswana,,,,Francistown,Botswana,+267 241 8635,,,Office No. 207 Level 2 Blue Jacket Square,
3831,Rhino Insurance Services,,,,P.O.Box 601342,Botswana,+267 318 1144,,Plot 28574 Gantsi Beef Complex,Gaborone West,
3832,Rhino Insurance Service,,,,Jwaneng,Botswana,+267 588 1311,,,,P.O.Box 502801
3833,Salempo Investment,,,,Bobonong,Botswana,+267 261 9120,,,Mabumahibidu Ward.,P.O.Box 590
3834,Sanko Tshwaragano Management Trust,,Industrial Sites,,P.O.Box 21797,Botswana,+267 680 0665,,,Netlee Centre Opposite Maun Airport,
3835,Shashe Mines (pty) Ltd,,,,Francistown,Botswana,+267 241 2163,,,,
3836,Shell Oil Botswana,,,,Francistown,Botswana,+267 241 2381,,,Dumela Industrial Site,P.O.Box 120
3837,Shoshong Brigade Development Trust,,,,Shoshong,Botswana,+267 476 9238,,,Bokna Ward,P.O.Box 228
3838,Silas Investment,,,,Mahalapye,Botswana,+267 471 1745,,,,P.O.Box 20357
3839,Silver Dollar Investments (pty) Ltd,,,,Plot 685 Botswana Rd Main Mall,Botswana,+267 390 6561,,,,
3840,Step Up Security,,,,Molepolole,Botswana,+267 592 0585,,,Behind Total Filling Stations,P.O.Box 46336
3841,Stoffel Investments,,,,Ghanzi,Botswana,+267 659 6644,,,Opposite Food Resource,P.O.Box 452
3842,Tati Nickel Mining Company (pty) Ltd,,,,Francistown,Botswana,+267 241 0701,,,,P.O.Box 1272
3843,Tati Nickel Mining Co,,,,Francistown,Botswana,+267 248 3210,,,,P.O.Box 1272
3844,Terex Mining Botswana,,,,Orapa,Botswana,+267 297 1374,,,Industrial Sites,P.O.Box 1378
3845,Testmark Investments (pty) Ltd,,,,Gaborone,Botswana,+267 3974445,,"Plot 163/4 Unit 15 G.I.C Pk Market Garde, n",,P.O. Box: 26421
3846,Thebe Phatshwa Air Base,,,,Molepolole,Botswana,+267 592 0196,,,,P.O.Box 186
3847,Toy Trading Company,,,,Kanye,Botswana,+267 544 0366,,,Kgapatsela Complex,
3848,Tyntech It Investments,,,,Gaborone,Botswana,+267 395 9754,,,Pop in Mall,P.O.Box 40503
3849,Vat Cx Investments,,,,Gaborone,Botswana,+267 370 0218,,,Riverwalk,
3850,Zayd Enterprises (pty) Ltd,,,,Lobatse,Botswana,+267 533 0537,,,Heavy Ind Sites,P.O.Box 67
3851,Z F Y Investments,,,,Gaborone,Botswana,+267 390 3428,,,BBS Mall,P.O.Box 40792
3852,Abeah Investments (pty) Ltd,,,,Lobatse,Botswana,+267 533 0479,,"Plot 455, Molopo St",,P.O.Box 194
3853,African Wildlife Fund Trust,,,,Kasane,Botswana,+267 625 2464,,,,
3854,Botswana Life Insurance,,,,Lobatse,Botswana,+267 533 1431,,,,
3855,Botswana Life Insurance,,,,Gaborone,Botswana,+267 364 5100,,,Fairgrounds Office Pk,
3856,Broadcasting Services,,,,Gaborone,Botswana,+267 365 3146,,,Western Bypass,
3857,Chobe Wildlife Trust,,White City,,Kasane,Botswana,+267 625 0516,,,,P.O.Box 55
3858,Diamond Oil Company,,,,Maun,Botswana,+267 686 3923,,,,
3859,Domeabra Investments (pty) Ltd,,,,Gaborone,Botswana,+267 397 2088,,Plot 21972 Tsholofelo Dabutha Mall,,P.O.Box 717
3860,Dynasty Ventures,,,,Gumare,Botswana,+267 6874304,,,South-East,
3861,E T Investment,,,,Francistown,Botswana,+267 240 1274,,Plot 14030 Block 8 near Road Ware Fast Complex,,P.O.Box 20738
3862,Falconbridge Explorations,,,,Gaborone,Botswana,+267 391 2621,,,Broadhurst Ind Site,P.O.Box 1463
3863,Firstlife Assurance (pty) Ltd,,,,Gaborone,Botswana,+267 350 0462,,,,
3864,Gcci,,,,Gaborone,Botswana,(267) 35 37 21,,,,P.O.Box 1402
3865,Ghale Investments,,,,Lerala,Botswana,+267 495 4137,,,Moatshe Ward,P.O.Box 71
3866,Gram Trading Company (pty) Ltd,,,,Kanye,Botswana,+267 544 0307,,,,P.O.Box 92
3867,I-flex Insurance,,,,Lobatse,Botswana,+267 530 0777,,,,P.O.Box 10909
3868,Kagiso Trading Company,,,,Ramotswa,Botswana,+267 539 0506,,,near Salt n' Pepper,
3869,Kalahari Gold,,,,Maun,Botswana,+267 686 0430,,,,P.O.Box 236
3870,Kebo Investments,,,,Palapye,Botswana,+267 492 4425,,,Tlhomadothotse Ward near Jago Investments,P.O.Box 269
3871,Kgabanyane Lb Gape And Dicky (the Trio),,,,Gaborone,Botswana,+267 390 0099,,Plot 3270 Ext12,,P.O.Box 2137
3872,Labukani Investment,,,,Palapye,Botswana,+267 492 4676,,,Next To Middle Inn Boikago Ward,P.O.Box 11512
3873,Libra Insurance Agency,,,,Gaborone,Botswana,+267 390 9701,,Plot 856 Ext 4,,
3874,Lifelinx Insurance Agencies (pty) Ltd,,,,Francistown,Botswana,+267 241 3930,,,,P.O.Box 2023
3875,Manyando Investments,,,,Francistown,Botswana,+267 240 3178,,,,
3876,M M A Jackson (francistown),,,,Francistown,Botswana,+267 241 8102,,,,P.O.Box 998
3877,Nduru Insurance,,,,Francistown,Botswana,+267 241 3960,,,,P.O.Box 10531
3878,Nduru Insurance Agencies (pty) Ltd,,,,Gaborone,Botswana,+267 318 5022,,,,P.O.Box 50146
3879,Nonco Investments,,,,Francistown,Botswana,+267 240 2382,,,,P.O.Box 1745
3880,Okavango Community Trust,,,,Seronga,Botswana,+267 687 6862,,,,
3881,Oodi Investment,,,,Gaborone,Botswana,+267 316 4788,,,,P.O.Box 401786
3882,Orion Insurance Ag,,,,Gaborone,Botswana,+267 391 3342,,,,P.O.Box 601141
3883,P & C Investment,,,,Francistown,Botswana,+267 241 0328,,,,P.O.Box 1003
3884,Permaculture Trust Of Botswana,,,,Serowe,Botswana,+267 463 1463,,,,
3885,Petrochem,,,,Francistown,Botswana,+267 241 5363,,,Dumela Ind Sites,
3886,Phoenix Mines,,,,Francistown,Botswana,+267 241 0447,,,,
3887,Pietma Securite Services (pty) Ltd,,,,Lerala,Botswana,+267 495 4070,,,Monneng Ward,P.O.Box 22
3888,Rhino Insurance Services,,,,Palapye,Botswana,+267 492 3248,,,,P.O.Box 502801
3889,Rico's Investment,,Kgaphamadi,,Francistown,Botswana,+267 240 4242,,,,P.O.Box 10834
3890,Rose Gardens Investment,,,,Francistown,Botswana,+267 241 0130,,"Plot 491 /1, Blue Jacket St, CBD Ext",,P.O.Box 20631
3891,Rose Investments,,,,Francistown,Botswana,+267 241 8342,,,,P.O.Box 20631
3892,Roxanne Investment,,,,Francistown,Botswana,+267 241 7986,,,,P.O.Box 1605
3893,S And A Investments,,,,Francistown,Botswana,+267 241 0707,,,,P.O.Box 445
3894,Sedgwick James Insurance,,,,Gaborone,Botswana,+267 395 3899,,,,
3895,Sephekolo Investments,,,,Mmadinare,Botswana,+267 261 7226,,,Matadi Ward,P.O.Box 102
3896,Shangor Insurance,,,,Francistown,Botswana,+267 241 8727,,,,P.O.Box 402716
3897,Sigmor Mines (pty) Ltd,,,,Francistown,Botswana,+267 241 6899,,,,
3898,S S B Investments,,,,Tonota,Botswana,+267 248 4353,,,Molebatsi Ward,P.O.Box 727
3899,Sunbird Insurance Agencies,,,,Francistown,Botswana,+267 241 4989,,,,P.O.Box 998
3900,Thabano Investment,,,,Francistown,Botswana,+267 241 8176,,,,P.O.Box 848
3901,Tjibelu Investments,,,,Sebina,Botswana,+267 298 1749,,,,P.O.Box 403176
3902,Treat Exploration,,,,Maun,Botswana,+267 686 0829,,,,
3903,Uranus Investments,,,,Francistown,Botswana,+267 241 0929,,,,
3904,Urers Investments,,,,Francistown,Botswana,+267 242 1850,,,,
3905,Van Dyk's Deep Well Drilling,,,,Lobatse,Botswana,+267 533 1094,,,,P.O.Box 719
3906,Maxi Posibilities,,,,P O BOX 20669,Botswana,+267 316 7588,,,,
3907,Adima Hire (pty) Ltd,,,,Block 22087 Gaborone West Industrial,Botswana,+267 391 3136,,,,
3908,Brainstone Enterprises,,,,Gaborone,Botswana,72719574,,plot 55251 phakalane,,
3909,Hilbig Enterprises,,,,Gaborone,Botswana,+267 3904461,,"Plot 6397, Unit 16, Lejara Road",Broadhurst Industrial,
3910,Phuduhudu Drilling,,,,Molepolole,Botswana,+267 592 0240,,,,P.O.Box 654
3911,Sharps Electrical (pty) Ltd,,,,Francistown,Botswana,+267 241 2349,,"Plot 1534 Mabuasehube St Light Ind, Light Ind Area",,P.O.Box 1206
3912,Zismo Engineering (pty) Ltd,,,,Gaborone,Botswana,+267 393 2711,,"Unit 1-4, Plot 14430, Dumaquani Road",G-West Industrial,
3913,Jak Doodle Co (pty) Ltd,25 Nkwe Rd,,,Maun,Botswana,+267 686 4266,,,Boseja Industrial,
3914,Lolita Investment (PTY) Ltd,,,,gaborone,Botswana,71347138,,,,P.O.Box AD144ADD postnet.Kgale view
3915,Epiclink (Pty) Ltd,,,,Phase 1,Botswana,+267 392 2013,,Plot 16928 Gaborone West,,
3916,Sharps Electrical (pty) Ltd,,,,Gaborone,Botswana,+267 395 2341,,"Plot 1236 Haile Selasie Rd, Industrial Sites",,P.O.Box 603
3917,Florose Investments (Pty) Ltd,,Block 6,,Gaborone,Botswana,+267 7473 7999,,Plot 38164,,
3918,Lucient Engineering,,Jwaneng,,Gaborone,Botswana,+267 588 3833,,"Plot 2270 â 2273, Jwaneng Industrial Site",,
3919,Molatlhegi Safety Consultants (pty) Ltd,,,,Gaborone,Botswana,77962890,,,,
3920,Integrated Mechanical Services (pty) Ltd,,,,Gaborone,Botswana,+267 3190241,,,,P.O.Box 445
3921,The Great Arena,,,,Gaborone,Botswana,77400018,,,Phakalane,
3922,Wheffer (Pty)Ltd,,,,Gaborone,Botswana,77799075,,,,P O Box 58 Matsiloje
3923,Dewet Drilling,,,,Mochudi,Botswana,+267 572 9000,,,,P.O.Box 3
3924,Discovery Drilling Contractors,,Gaborone,,P.O.Box 403341,Botswana,3960053,,,,
3925,Experience Count (pty) Ltd,,,,Gaborone,Botswana,+267 393 7120,,Bus Rand Rail Park Mall Unit AG West Plot No 17982,,
3926,Mileage (pty) Ltd T/a Mileage Air,,,,P.O.Box 81066,Botswana,+267 316 3003,,Plot 78 Unit 4 Gaborone Commerce Park,,
3927,RME Builders (PTY) LIMITED,,,,Plot 928 - Tati River Plots - Francistown,Botswana,77037103,,,,
3928,Roads Department Head Office,Station Rd,,,Gaborone,Botswana,+267 391 3511,,,,
3929,Mr Fridge,,,,Plot 227 Light Industrial Sites Francistown,Botswana,00267 2417271,,,,
3930,Premier Makeovers,,,,plot 8529 Mafitlhakgosi tlokweng,Botswana,26775942440,,,,
3931,"Green Gem Nursery, Garden Maintenance and Landscaping",,,,Gaborone,Botswana,+267 72303212,,,,P O Box 47025
3932,Cool Master,,,,Gaborone,Botswana,+267 391 6212,,,,P.O.Box 404251
3933,Invention Links Agencies,,,,P O Box 20813 Bseja Maun,Botswana,6800274,,,,
3934,Ontrock Holdings(Pty)Ltd,,Gaborone,,Palapye,Botswana,+267 4922673,,"Plot 12 Unit 12, Makwapa Complex",,
3935,The Binz N Blitz,,,,Serowe,Botswana,74061071,,,,P 0 Box 504989 Gaborone
3936,Boart Longyear (proprietary) Limited,,,,Gaborone,Botswana,+267 395 6797,,Plot 6403 Tlhwane Rd,Broadhurst,
3937,Knight Piesold-botswana,,,,Gaborone,Botswana,+267 391 2089,,,Unit 4F Eeagle Chamber International Finance Park,P.O.Box 26333
3938,Major Drilling Botswana,,,,Francistown,Botswana,+267 241 4975,,Plot 1626,Light Ind Area,
3939,L G Air Conditioners,,,,Gaborone,Botswana,+267 395 2035,,"Plot 10242, Broadhurst Ind Est",,P.O.Box 771
3940,Northern Electrical Services (pty) Ltd,,,,Maun,Botswana,+267 686 0436,,,Opp Red Cross Old Mall,
3941,Weather Hawk Investments,,,,Plot 330 Jacana Centre Maun,Botswana,+267 76805688,,,,
3942,Sherday Engineering (pty) Ltd,41 Orapa City Way,,,P.O.Box 411,Botswana,+267 297 0730,,,Industrial Sites,
3943,Town House Pools,,,,Gaborone,Botswana,+267 393 6773,,"Plot 93 /94, Mogoditshane",,P.O.Box 402965
3944,Bash Carriers (pty) Ltd,,,,Gaborone,Botswana,+267 393 7018,,Plot 17849 G West Industrial,,
3945,Jackson Pools,,,,Gaborone,Botswana,+267 316 6068,,Plot 163/4 Unit 24 Commerce PK,,P.O.Box 26267
3946,T H Drilling (pty) Ltd,,,,Gaborone,Botswana,+267 316 1940,,,,P.O.Box 402889
3947,Leinad Holdings Investment pty(Ltd),,,,P.O. BOX 139 ABF Gaborone,Botswana,+267 76188600,,,,
3948,JF Electrical (pty) Ltd,,,,Gaborone,Botswana,+267 391 2303,,"Plot 17947, Haile Selassie Rd, Madirelo Ext 6",,P.O.Box 1250
3949,Minetech (pty) Ltd,,,,Francistown,Botswana,+267 241 2725,,"Plot 1550, Mabuasehube St, Central Ind Area",,P.O.Box 10701
3950,Northern Electrical Services (pty) Ltd,,,,Francistown,Botswana,+267 241 5530,,,,P.O.Box 20239
3951,Pyramid Engineering Consultants,,,,Gaborone,Botswana,72940276,,Plot 22724,,
3952,Sai De Sai Investments Pty Ltd,,,,Francistown,Botswana,75644540,,,,BOX 10323
3953,A D Enterprises,,,,Plot# 53/71 Gaborone Int. Commerce Park,Botswana,+267 318 6362,,,,
3954,B And H Electrical,,,,Gaborone,Botswana,+267 395 9075,,Plot 96 Unit1 International Comm Pk,,P.O.Box 201736
3955,Baxx Investments,,,,Gaborone,Botswana,+267 316 7882,,Plot 54015 Pure Drop Mall Phase 4 Mall Office No 9,,P.O.Box 47667
3956,B Bango Trading (pty) Ltd,,,,Gaborone,Botswana,+267 390 1039,,"Plot 61687 Block 3 Industrial, Broadhurst Ind",,P.O.Box 501662
